AGE;MATI;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOK;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;SUHU_MIN;SUHU_MAX;KELEMBABAN;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;SUHU_MAX_lag_1;SUHU_MAX_lag_2;SUHU_MAX_lag_3;SUHU_MAX_lag_7;SUHU_MAX_lag_14;SUHU_MIN_lag_1;SUHU_MIN_lag_2;SUHU_MIN_lag_3;SUHU_MIN_lag_7;SUHU_MIN_lag_14;KELEMBABAN_lag_1;KELEMBABAN_lag_2;KELEMBABAN_lag_3;KELEMBABAN_lag_7;KELEMBABAN_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;PAKAN_DG_RATIO;SUHU_KELEMBABAN_INTERACTION;STRESS_INDEX;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;DG_ACT_momentum_1;DG_ACT_acceleration;HEALTH_STATUS_SCORE
35;27;526;2.63;4.52;77.0;198;3821;54;1142;138.6;2902.3;-23.0;-59;-919;2390;101;1901.0;59;-489;-42;1.6;1.542;-0.073;406;343;24;26;50;19474;20000;4;1.514;1.518;1.5;1.424;1.275;133.3;128.1;143.4;142.8;96.4;94.0;65.0;72.0;93.0;81.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;17.0;5.0;16.0;25.0;15.0;499.0;482.0;477.0;391.0;283.0;133.333;5.25;128.1;138.6;135.343;4.987;128.1;143.4;127.236;11.983;106.5;143.4;72.667;18.717;59.0;94.0;74.143;11.964;59.0;94.0;72.714;12.313;54.0;94.0;2.349;1300;100;5.3;0.1;-35.0;-64.0;118.7
1;9;9;0.045;0.1;7.0;18;18;7;7;17.5;17.5;0.0;0;0;56;14;70.5;22;15;8;0.321;0.255;-0.066;0;0;30;32;65;19991;20000;5;0.255;0.255;0.255;0.255;0.255;17.5;17.5;17.5;17.5;17.5;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;17.5;3.536;17.5;17.5;17.5;3.536;17.5;17.5;17.5;3.536;17.5;17.5;22.0;1.414;22.0;22.0;22.0;1.414;22.0;22.0;22.0;1.414;22.0;22.0;0.795;2080;130;5.0;-5.0;-2.0;5.0;6.3
2;13;22;0.11;0.23;9.0;22;40;9;16;22.5;40.0;0.0;1;0;73;17;90.5;20;18;3;0.549;0.442;-0.107;0;0;30;32;65;19978;20000;5;0.255;0.255;0.255;0.255;0.255;17.5;17.5;17.5;17.5;17.5;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;20.0;3.536;17.5;22.5;20.0;3.536;17.5;22.5;20.0;3.536;17.5;22.5;21.0;1.414;20.0;22.0;21.0;1.414;20.0;22.0;21.0;1.414;20.0;22.0;1.125;2080;130;5.0;-5.0;-2.0;5.0;10.9
3;9;31;0.155;0.36;10.0;26;66;9;25;22.5;62.5;-1.0;-3;-3;94;20;113.0;23;19;3;0.711;0.558;-0.153;0;0;30;32;65;19969;20000;5;0.442;0.255;0.255;0.255;0.255;22.5;17.5;17.5;17.5;17.5;20.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;13.0;9.0;9.0;9.0;9.0;22.0;9.0;9.0;9.0;9.0;20.833;2.887;17.5;22.5;20.833;2.887;17.5;22.5;20.833;2.887;17.5;22.5;21.667;1.528;20.0;23.0;21.667;1.528;20.0;23.0;21.667;1.528;20.0;23.0;0.978;2080;130;0.0;-5.0;3.0;5.0;10.7
4;12;43;0.215;0.49;12.0;30;96;10;35;25.1;87.6;-2.0;-5;-8;117;24;137.5;25;21;1;0.826;0.64;-0.186;0;0;30;32;65;19957;20000;5;0.558;0.442;0.255;0.255;0.255;22.5;22.5;17.5;17.5;17.5;23.0;20.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;9.0;13.0;9.0;9.0;9.0;31.0;22.0;9.0;9.0;9.0;23.367;1.501;22.5;25.1;21.9;3.179;17.5;25.1;21.9;3.179;17.5;25.1;22.667;2.517;20.0;25.0;22.5;2.082;20.0;25.0;22.5;2.082;20.0;25.0;1.004;2080;130;2.6;2.6;2.0;-1.0;14.6
5;10;53;0.265;0.62;14.0;34;131;14;49;35.1;122.7;0.0;1;-8;144;27;175.5;38;32;11;0.914;0.701;-0.213;0;0;30;32;65;19947;20000;5;0.64;0.558;0.442;0.255;0.255;25.1;22.5;22.5;17.5;17.5;25.0;23.0;20.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;12.0;9.0;13.0;9.0;9.0;43.0;31.0;22.0;9.0;9.0;27.567;6.652;22.5;35.1;24.54;6.514;17.5;35.1;24.54;6.514;17.5;35.1;28.667;8.145;23.0;38.0;25.6;7.162;20.0;38.0;25.6;7.162;20.0;38.0;0.924;2080;130;10.0;7.4;13.0;11.0;15.6
6;14;67;0.335;0.75;15.0;38;170;16;65;40.1;162.8;1.0;2;-7;174;30;207.5;32;34;2;0.979;0.786;-0.193;0;0;30;32;65;19933;20000;5;0.701;0.64;0.558;0.255;0.255;35.1;25.1;22.5;17.5;17.5;38.0;25.0;23.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;10.0;12.0;9.0;9.0;9.0;53.0;43.0;31.0;9.0;9.0;33.433;7.638;25.1;40.1;27.133;8.619;17.5;40.1;27.133;8.619;17.5;40.1;31.667;6.506;25.0;38.0;26.667;6.919;20.0;38.0;26.667;6.919;20.0;38.0;1.253;2080;130;5.0;-5.0;-6.0;-19.0;20.4
7;6;73;0.365;0.68;17.0;43;210;18;83;45.2;208.0;1.0;2;-2;205;33;250.0;43;45;10;1.029;0.832;-0.197;270;351;30;32;65;19927;20000;5;0.786;0.701;0.64;0.255;0.255;40.1;35.1;25.1;17.5;17.5;32.0;38.0;25.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;14.0;10.0;12.0;9.0;9.0;67.0;53.0;43.0;9.0;9.0;40.133;5.05;35.1;45.2;29.714;10.418;17.5;45.2;29.714;10.418;17.5;45.2;37.667;5.508;32.0;43.0;29.0;8.832;20.0;43.0;29.0;8.832;20.0;43.0;1.051;2080;130;5.1;0.1;11.0;17.0;17.6
8;11;84;0.42;1.01;18.0;45;260;20;103;50.2;258.2;2.0;5;-2;244;37;296.5;47;53;10;1.068;0.87;-0.198;268;349;28;30;60;19916;20000;5;0.832;0.786;0.701;0.255;0.255;45.2;40.1;35.1;17.5;17.5;43.0;32.0;38.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;6.0;14.0;10.0;9.0;9.0;73.0;67.0;53.0;9.0;9.0;45.167;5.05;40.1;50.2;34.386;11.321;22.5;50.2;32.275;12.062;17.5;50.2;40.667;7.767;32.0;47.0;32.571;10.438;20.0;47.0;31.25;10.361;20.0;47.0;1.068;1800;120;5.0;-0.1;4.0;-7.0;22.3
9;10;94;0.47;1.14;21.0;53;312;22;125;55.3;313.5;1.0;2;1;285;41;334.0;38;49;-4;1.099;0.937;-0.162;274;336;28;30;60;19906;20000;5;0.87;0.832;0.786;0.442;0.255;50.2;45.2;40.1;22.5;17.5;47.0;43.0;32.0;20.0;22.0;30.0;32.0;32.0;32.0;32.0;28.0;30.0;30.0;30.0;30.0;60.0;65.0;65.0;65.0;65.0;11.0;6.0;14.0;13.0;9.0;84.0;73.0;67.0;22.0;9.0;50.233;5.05;45.2;55.3;39.071;12.325;22.5;55.3;34.833;13.646;17.5;55.3;42.667;4.509;38.0;47.0;35.143;8.934;23.0;47.0;32.0;9.95;20.0;47.0;1.455;1800;120;5.1;0.1;-9.0;-13.0;23.8
10;15;109;0.545;1.27;22.0;56;372;22;147;55.3;368.8;0.0;-1;-3;330;45;386.5;53;57;8;1.129;0.955;-0.174;281;344;28;30;60;19891;20000;5;0.937;0.87;0.832;0.558;0.255;55.3;50.2;45.2;22.5;17.5;38.0;47.0;43.0;23.0;22.0;30.0;30.0;32.0;32.0;32.0;28.0;28.0;30.0;30.0;30.0;60.0;60.0;65.0;65.0;65.0;10.0;11.0;6.0;9.0;9.0;94.0;84.0;73.0;31.0;9.0;53.6;2.944;50.2;55.3;43.757;11.154;25.1;55.3;36.88;14.402;17.5;55.3;46.0;7.55;38.0;53.0;39.429;9.325;25.0;53.0;34.1;11.493;20.0;53.0;1.043;1800;120;0.0;-5.1;15.0;24.0;29.3
11;13;122;0.61;1.4;25.0;63;435;25;172;62.9;431.7;0.0;0;-3;380;49;421.5;35;42;-14;1.149;1.025;-0.124;289;335;28;30;60;19878;20000;5;0.955;0.937;0.87;0.64;0.255;55.3;55.3;50.2;25.1;17.5;53.0;38.0;47.0;25.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;15.0;10.0;11.0;12.0;9.0;109.0;94.0;84.0;43.0;9.0;57.833;4.388;55.3;62.9;49.157;9.667;35.1;62.9;39.245;15.755;17.5;62.9;42.0;9.644;35.0;53.0;40.857;7.29;32.0;53.0;34.182;10.907;20.0;53.0;1.797;1800;120;7.6;7.6;-18.0;-33.0;30.9
12;12;134;0.67;1.53;27.0;68;506;27;199;68.0;499.7;0.0;0;-6;434;54;460.0;39;26;-16;1.169;1.087;-0.082;297;330;28;30;60;19866;20000;5;1.025;0.955;0.937;0.701;0.255;62.9;55.3;55.3;35.1;17.5;35.0;53.0;38.0;38.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;13.0;15.0;10.0;10.0;9.0;122.0;109.0;94.0;53.0;9.0;62.067;6.391;55.3;68.0;53.857;9.691;40.1;68.0;41.642;17.163;17.5;68.0;42.333;9.452;35.0;53.0;41.0;7.234;32.0;53.0;34.583;10.492;20.0;53.0;1.744;1800;120;5.1;-2.5;4.0;22.0;32.8
13;12;146;0.73;1.68;29.0;73;584;29;228;73.0;572.7;0.0;0;-11;492;56;521.0;61;29;5;1.186;1.1;-0.086;305;342;28;30;60;19854;20000;5;1.087;1.025;0.955;0.786;0.255;68.0;62.9;55.3;40.1;17.5;39.0;35.0;53.0;32.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;12.0;13.0;15.0;14.0;9.0;134.0;122.0;109.0;67.0;9.0;67.967;5.05;62.9;73.0;58.557;9.883;45.2;73.0;44.054;18.592;17.5;73.0;45.0;14.0;35.0;61.0;45.143;9.245;35.0;61.0;36.615;12.433;20.0;61.0;1.197;1800;120;5.0;-0.1;22.0;18.0;35.2
14;16;162;0.81;1.79;31.0;78;668;31;259;78.1;650.8;0.0;0;-17;553;61;590.0;69;37;8;1.208;1.103;-0.105;313;355;28;30;60;19838;20000;5;1.1;1.087;1.025;0.832;0.255;73.0;68.0;62.9;45.2;17.5;61.0;39.0;35.0;43.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;12.0;12.0;13.0;6.0;9.0;146.0;134.0;122.0;73.0;9.0;73.033;5.05;68.0;78.1;63.257;10.287;50.2;78.1;46.486;20.046;17.5;78.1;56.333;15.535;39.0;69.0;48.857;12.786;35.0;69.0;38.929;14.752;20.0;69.0;1.132;1800;120;5.1;0.1;8.0;-14.0;40.4
15;16;178;0.89;1.92;33.0;84;752;33;292;83.2;734.0;0.0;-1;-18;618;65;667.0;77;49;12;1.219;1.1;-0.119;320;371;26;28;55;19822;20000;5;1.103;1.1;1.087;0.87;0.255;78.1;73.0;68.0;50.2;17.5;69.0;61.0;39.0;47.0;22.0;30.0;30.0;30.0;30.0;32.0;28.0;28.0;28.0;28.0;30.0;60.0;60.0;60.0;60.0;65.0;16.0;12.0;12.0;11.0;9.0;162.0;146.0;134.0;84.0;9.0;78.1;5.1;73.0;83.2;67.971;10.852;55.3;83.2;51.179;20.425;22.5;83.2;69.0;8.0;61.0;77.0;53.143;16.537;35.0;77.0;42.857;17.042;20.0;77.0;1.081;1540;110;5.1;0.0;8.0;0.0;43.6
16;11;189;0.945;2.06;36.0;90;841;35;327;88.3;822.3;-1.0;-2;-19;685;68;720.0;53;35;-15;1.229;1.142;-0.087;327;371;26;28;55;19811;20000;5;1.1;1.103;1.1;0.937;0.442;83.2;78.1;73.0;55.3;22.5;77.0;69.0;61.0;38.0;20.0;28.0;30.0;30.0;30.0;32.0;26.0;28.0;28.0;28.0;30.0;55.0;60.0;60.0;60.0;65.0;16.0;16.0;12.0;10.0;13.0;178.0;162.0;146.0;94.0;22.0;83.2;5.1;78.1;88.3;72.686;11.574;55.3;88.3;55.879;20.884;22.5;88.3;66.333;12.22;53.0;77.0;55.286;15.163;35.0;77.0;45.214;15.88;23.0;77.0;1.666;1540;110;5.1;-0.0;-24.0;-32.0;43.3
17;11;200;1.0;2.18;38.0;96;936;37;364;93.4;915.7;-1.0;-3;-20;756;71;777.0;57;21;-14;1.239;1.179;-0.06;334;373;26;28;55;19800;20000;5;1.142;1.1;1.103;0.955;0.558;88.3;83.2;78.1;55.3;22.5;53.0;77.0;69.0;53.0;23.0;28.0;28.0;30.0;30.0;32.0;26.0;26.0;28.0;28.0;30.0;55.0;55.0;60.0;60.0;65.0;11.0;16.0;16.0;15.0;9.0;189.0;178.0;162.0;109.0;31.0;88.3;5.1;83.2;93.4;78.129;10.979;62.9;93.4;60.943;20.763;25.1;93.4;62.333;12.858;53.0;77.0;55.857;15.137;35.0;77.0;47.643;14.784;25.0;77.0;1.639;1540;110;5.1;0.0;4.0;28.0;45.5
18;15;215;1.075;2.31;40.0;102;1036;39;403;98.6;1014.3;-1.0;-3;-22;830;74;857.0;80;27;6;1.249;1.183;-0.066;343;386;26;28;55;19785;20000;5;1.179;1.142;1.1;1.025;0.64;93.4;88.3;83.2;62.9;25.1;57.0;53.0;77.0;35.0;25.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;11.0;11.0;16.0;13.0;12.0;200.0;189.0;178.0;122.0;43.0;93.433;5.15;88.3;98.6;83.229;11.017;68.0;98.6;66.193;20.29;35.1;98.6;63.333;14.572;53.0;80.0;62.286;14.338;39.0;80.0;51.571;15.59;32.0;80.0;1.232;1540;110;5.2;0.1;23.0;19.0;50.5
19;16;231;1.155;2.44;42.0;106;1142;41;444;103.7;1118.0;-1.0;-2;-24;908;77;938.0;81;30;4;1.259;1.192;-0.067;378;396;26;28;55;19769;20000;5;1.183;1.179;1.142;1.087;0.701;98.6;93.4;88.3;68.0;35.1;80.0;57.0;53.0;39.0;38.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;15.0;11.0;11.0;12.0;10.0;215.0;200.0;189.0;134.0;53.0;98.567;5.15;93.4;103.7;88.329;11.056;73.0;103.7;71.093;20.486;40.1;103.7;72.667;13.577;57.0;81.0;68.286;11.47;53.0;81.0;54.643;16.892;32.0;81.0;1.28;1540;110;5.1;-0.1;1.0;-22.0;54.2
20;7;238;1.19;2.57;45.0;114;1256;45;489;113.9;1231.9;0.0;0;-24;967;80;1038.0;100;71;20;1.272;1.187;-0.085;383;402;26;28;55;19762;20000;5;1.192;1.183;1.179;1.1;0.786;103.7;98.6;93.4;73.0;40.1;81.0;80.0;57.0;61.0;32.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;16.0;15.0;11.0;12.0;14.0;231.0;215.0;200.0;146.0;67.0;105.4;7.79;98.6;113.9;94.171;12.338;78.1;113.9;76.364;21.374;45.2;113.9;87.0;11.269;80.0;100.0;73.857;15.942;53.0;100.0;59.5;19.461;35.0;100.0;1.139;1540;110;10.2;5.1;19.0;18.0;51.1
21;3;241;1.205;2.7;47.0;120;1382;47;536;118.9;1350.8;0.0;-1;-31;1069;82;1124.5;87;56;5;1.294;1.201;-0.093;387;419;26;28;55;19759;20000;5;1.187;1.192;1.183;1.103;0.832;113.9;103.7;98.6;78.1;45.2;100.0;81.0;80.0;69.0;43.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;7.0;16.0;15.0;16.0;6.0;238.0;231.0;215.0;162.0;73.0;112.167;7.747;103.7;118.9;100.0;13.094;83.2;118.9;81.629;22.169;50.2;118.9;89.333;9.713;81.0;100.0;76.429;16.471;53.0;100.0;62.643;20.133;35.0;100.0;1.367;1540;110;5.0;-5.2;-13.0;-32.0;49.7
22;4;245;1.225;2.83;50.0;126;1517;49;585;124.0;1474.8;-1.0;-2;-42;1153;84;1234.0;110;81;26;1.137;1.195;0.058;391;433;24;26;50;19755;20000;5;1.201;1.187;1.192;1.1;0.87;118.9;113.9;103.7;83.2;50.2;87.0;100.0;81.0;77.0;47.0;28.0;28.0;28.0;28.0;30.0;26.0;26.0;26.0;26.0;28.0;55.0;55.0;55.0;55.0;60.0;3.0;7.0;16.0;16.0;11.0;241.0;238.0;231.0;178.0;84.0;118.933;5.05;113.9;124.0;105.829;13.446;88.3;124.0;86.9;22.883;55.3;124.0;99.0;11.533;87.0;110.0;81.143;20.812;53.0;110.0;67.143;23.178;35.0;110.0;1.127;1300;100;5.1;0.1;23.0;36.0;51.0
23;4;249;1.245;2.96;52.0;132;1656;52;637;131.6;1606.4;0.0;0;-49;1239;86;1328.0;94;89;8;1.337;1.21;-0.127;394;440;24;26;50;19751;20000;5;1.195;1.201;1.187;1.142;0.937;124.0;118.9;113.9;88.3;55.3;110.0;87.0;100.0;53.0;38.0;26.0;28.0;28.0;28.0;30.0;24.0;26.0;26.0;26.0;28.0;50.0;55.0;55.0;55.0;60.0;4.0;3.0;7.0;11.0;10.0;245.0;241.0;238.0;189.0;94.0;124.833;6.391;118.9;131.6;112.014;13.987;93.4;131.6;92.35;23.844;55.3;131.6;97.0;11.79;87.0;110.0;87.0;16.99;57.0;110.0;71.143;22.586;35.0;110.0;1.4;1300;100;7.6;2.5;-16.0;-39.0;51.8
24;14;263;1.315;3.09;54.0;138;1803;57;694;144.4;1750.8;3.0;6;-52;1327;88;1426.0;98;99;10;1.36;1.228;-0.132;397;444;24;26;50;19737;20000;5;1.21;1.195;1.201;1.179;0.955;131.6;124.0;118.9;93.4;55.3;94.0;110.0;87.0;57.0;53.0;26.0;26.0;28.0;28.0;30.0;24.0;24.0;26.0;26.0;28.0;50.0;50.0;55.0;55.0;60.0;4.0;4.0;3.0;11.0;15.0;249.0;245.0;241.0;200.0;109.0;133.333;10.31;124.0;144.4;119.3;15.835;98.6;144.4;98.714;25.055;62.9;144.4;100.667;8.327;94.0;110.0;92.857;10.9;80.0;110.0;74.357;23.004;35.0;110.0;1.473;1300;100;12.8;5.2;4.0;20.0;59.6
25;14;277;1.385;3.22;57.0;144;1958;60;754;152.1;1902.9;3.0;8;-55;1418;90;1516.0;90;98;0;1.382;1.255;-0.127;400;446;24;26;50;19723;20000;5;1.228;1.21;1.195;1.183;1.025;144.4;131.6;124.0;98.6;62.9;98.0;94.0;110.0;80.0;35.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;14.0;4.0;4.0;15.0;13.0;263.0;249.0;245.0;215.0;122.0;142.7;10.355;131.6;152.1;126.943;17.044;103.7;152.1;105.086;26.544;68.0;152.1;94.0;4.0;90.0;98.0;94.286;9.499;81.0;110.0;78.286;20.303;39.0;110.0;1.69;1300;100;7.7;-5.1;-8.0;-12.0;62.4
26;16;293;1.465;3.35;59.0;150;2120;64;818;162.4;2065.3;5.0;12;-55;1510;92;1604.0;88;94;-4;1.405;1.287;-0.118;402;445;24;26;50;19707;20000;5;1.255;1.228;1.21;1.192;1.087;152.1;144.4;131.6;103.7;68.0;90.0;98.0;94.0;81.0;39.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;14.0;14.0;4.0;16.0;12.0;277.0;263.0;249.0;231.0;134.0;152.967;9.031;144.4;162.4;135.329;18.11;113.9;162.4;111.829;28.329;73.0;162.4;92.0;5.292;88.0;98.0;95.286;8.139;87.0;110.0;81.786;16.958;53.0;110.0;1.845;1300;100;10.3;2.6;-2.0;6.0;66.6
27;5;298;1.49;3.4;61.0;156;2285;56;874;142.1;2207.4;-5.0;-14;-77;1604;94;1698.0;94;94;0;1.426;1.3;-0.126;404;450;24;26;50;19702;20000;5;1.287;1.255;1.228;1.187;1.1;162.4;152.1;144.4;113.9;73.0;88.0;90.0;98.0;100.0;61.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;16.0;14.0;14.0;7.0;12.0;293.0;277.0;263.0;238.0;146.0;152.2;10.15;142.1;162.4;139.357;15.496;118.9;162.4;116.764;27.033;78.1;162.4;90.667;3.055;88.0;94.0;94.429;7.871;87.0;110.0;84.143;16.119;53.0;110.0;1.512;1300;100;-20.3;-30.6;6.0;8.0;62.1
28;12;310;1.55;3.61;64.0;162;2455;51;925;129.5;2336.9;-13.0;-32;-118;1698;95;1793.0;95;95;0;1.446;1.303;-0.143;405;458;24;26;50;19690;20000;5;1.3;1.287;1.255;1.201;1.103;142.1;162.4;152.1;118.9;78.1;94.0;88.0;90.0;87.0;69.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;5.0;16.0;14.0;3.0;16.0;298.0;293.0;277.0;241.0;162.0;144.667;16.599;129.5;162.4;140.871;13.561;124.0;162.4;120.436;24.774;83.2;162.4;92.333;3.786;88.0;95.0;95.571;7.161;88.0;110.0;86.0;15.733;53.0;110.0;1.363;1300;100;-12.6;7.7;1.0;-5.0;68.0
1;23;23;0.115;0.1;7.0;18;18;5;5;12.5;13.0;-2.0;-5;-5;56;14;51.0;22;-5;8;0.321;0.255;-0.066;0;0;30;32;65;19977;20000;6;0.255;0.255;0.255;0.255;0.255;12.5;12.5;12.5;12.5;12.5;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;12.5;7.071;12.5;12.5;12.5;7.071;12.5;12.5;12.5;7.071;12.5;12.5;22.0;3.536;22.0;22.0;22.0;3.536;22.0;22.0;22.0;3.536;22.0;22.0;0.568;2080;130;10.0;-9.9;-5.0;8.0;16.1
2;16;39;0.195;0.23;9.0;22;40;9;14;22.5;35.0;0.0;1;-5;73;17;68.0;17;-5;0;0.549;0.515;-0.034;0;0;30;32;65;19961;20000;6;0.255;0.255;0.255;0.255;0.255;12.5;12.5;12.5;12.5;12.5;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;17.5;7.071;12.5;22.5;17.5;7.071;12.5;22.5;17.5;7.071;12.5;22.5;19.5;3.536;17.0;22.0;19.5;3.536;17.0;22.0;19.5;3.536;17.0;22.0;1.324;2080;130;10.0;-9.9;-5.0;8.0;15.8
3;12;51;0.255;0.36;10.0;26;66;9;23;22.6;58.0;-1.0;-3;-8;94;20;88.0;20;-6;0;0.711;0.659;-0.052;0;0;30;32;65;19949;20000;6;0.515;0.255;0.255;0.255;0.255;22.5;12.5;12.5;12.5;12.5;17.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;16.0;23.0;23.0;23.0;23.0;39.0;23.0;23.0;23.0;23.0;19.2;5.803;12.5;22.6;19.2;5.803;12.5;22.6;19.2;5.803;12.5;22.6;19.667;2.517;17.0;22.0;19.667;2.517;17.0;22.0;19.667;2.517;17.0;22.0;1.13;2080;130;0.1;-9.9;3.0;8.0;16.2
4;16;67;0.335;0.49;12.0;30;96;10;33;25.1;83.0;-2.0;-5;-13;117;24;98.5;11;-19;-14;0.826;0.843;0.017;0;0;30;32;65;19933;20000;6;0.659;0.515;0.255;0.255;0.255;22.6;22.5;12.5;12.5;12.5;20.0;17.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;12.0;16.0;23.0;23.0;23.0;51.0;39.0;23.0;23.0;23.0;23.4;1.473;22.5;25.1;20.675;5.581;12.5;25.1;20.675;5.581;12.5;25.1;16.0;4.583;11.0;20.0;17.5;4.796;11.0;22.0;17.5;4.796;11.0;22.0;2.282;2080;130;2.5;2.4;-9.0;-12.0;21.4
